company,count,percent
"Merrick, Costello & Walsh, LLC.",1,0.0
"Anchor Home Mortgage, Inc.",1,0.0
South East Collection Specialist,1,0.0
Armada Corp.,1,0.0
ACCESS LOAN COMPANY,1,0.0
"Powerhouse Solutions, Inc.",1,0.0
"Glass Mountain Capital, LLC",1,0.0
"Loan Pronto, Inc.",1,0.0
AMERICAN FEDERAL MORTGAGE CORPORATION,1,0.0
"All American Check Cashing, Inc.",1,0.0
Comenity Bank,1,0.0
"Suna Capital III, LLC",1,0.0
Lionstone Holdings Group,1,0.0
"MFG Financial, Inc.",1,0.0
COOPERATIVA DE AHORRO Y CREDITO ROOSEVELT ROADS,1,0.0
"Family Mortgage, Inc",1,0.0
"Valentine and Kebartas, Inc.",1,0.0
"Continental Central Credit, Inc.",1,0.0
Northrim Capital Investments Co.,1,0.0
Wilson Breit,1,0.0
Credit Wellness LLC,1,0.0
"Federal Adjustment Bureau, Inc.",1,0.0
Massachusetts Educational Financing Authority,1,0.0
"KELLER,GRIMALDI AND ASSOCIATES",1,0.0
"Praxis Financial Solutions, Incorporated",1,0.0
Holloway Credit Solutions,1,0.0
Regional Processing Services,1,0.0
PEOPLES UNITED BANK,1,0.0
"Keaveney Legal Group, LLC",1,0.0
Lending Solutions Mortgage/ LSI Mortgage,1,0.0
"Roost Lending, Inc.",1,0.0
"Larsen MacColl Partners II, L.P.",1,0.0
ME Title Holding LLC,1,0.0
DMC Inc,1,0.0
"OPT-OUT SERVICES, LLC",1,0.0
Fidelity Home Group Corp.,1,0.0
"Silver Cloud Financial, Inc",1,0.0
Provadus LLC,1,0.0
Orange County Housing Finance Authority,1,0.0
Financial Corporation of America,1,0.0
NowackHoward LLC,1,0.0
"Morgan & Associates, P.C.",1,0.0
"Capstone Capital USA, LLC",1,0.0
First Choice Credit Management,1,0.0
"LoanMe, Inc.",1,0.0
UNIVERSAL MTG & FINANCE,1,0.0
UNITED STUDENT LOAN SOLUTIONS,1,0.0
P&L Acquisitions LLC,1,0.0
Capitol Credit Company,1,0.0
Commercial Recovery Systems,1,0.0
"Tiburon Financial, LLC",1,0.0
"Rubin & Debski, P.A.",1,0.0
Future Financial Inc.,1,0.0
AMERICAN FAMILY FUNDING GROUP Inc.,1,0.0
"Carchoice of Memphis, Inc.",1,0.0
Fairway Consumer Discount Company,1,0.0
"Brelvis Consulting, LLC",1,0.0
Fedloan Help,1,0.0
"Delta Outsource Group, Inc.",1,0.0
J. Mark Heldenbrand PC,1,0.0
"West Penn Financial Service Center, Inc.",1,0.0
ACRANET INC,1,0.0
Spec Hoffman Auto Sales Inc.,1,0.0
"American Management Services, Inc.",1,0.0
First Choice Assets LLC.,1,0.0
"Keith D. Weiner & Associates Co., L.P.A.",1,0.0
"SELFi, Inc.",1,0.0
"TRISTATE CAPITAL HOLDINGS, INC",1,0.0
CUILA LLC,1,0.0
"DeBellis Financial Services, Inc.",1,0.0
Rno Partners Limited,1,0.0
"APEX Asset Management, LLC",1,0.0
"Avadyne Health Holdings, Inc",1,0.0
"Lincoln Capital, LLC",1,0.0
"JZ Mortgage Services, Inc.",1,0.0
"StrongBox Home Loans, LLC",1,0.0
North Prime Lending Inc,1,0.0
Stone Haven Capital,1,0.0
Law Office Of Steven D. Silverstein,1,0.0
"Bursey & Associates, P.C.",1,0.0
Centric Financial Group LLC,1,0.0
Thinkwallet Loans,1,0.0
CONTRACT CALLERS INC,1,0.0
TOO STRONG Mortgage LLC,1,0.0
Arcstone Financial Inc.,1,0.0
ECredable,1,0.0
"Integrity Solution Services, Inc.",1,0.0
A Top Golden Lending,1,0.0
"PRACTICAL VENTURES, LLC.",1,0.0
Advanced Professional Group,1,0.0
"Whetstone Partners, LLC",1,0.0
DEPENDABLE CREDIT CORP,1,0.0
Absolute investment Group,1,0.0
Municipal Collections of America Inc.,1,0.0
"Davis and Goldmark, Inc.",1,0.0
"Midstate Collection Solutions, Inc.",1,0.0
"Union Adjustment Company, Inc.",1,0.0
"American Enterprises International, Inc.",1,0.0
"TrustLine Mortgage, Inc.",1,0.0
"Wagner Financial Services, Inc.",1,0.0
"Private Mortgage Advisors, LLC",1,0.0
"Auto World Financial, Inc.",1,0.0
Neighborhood Housing Services of NYC,1,0.0
"Check Security Associates, LLC",1,0.0
"Outsource Services, Inc. d/b/a National Acceptance Company",1,0.0
"Codilis & Stawarski, P.C.",1,0.0
"National Commercial Services, Inc",1,0.0
AmRes Corporation,1,0.0
"Bernhardt and Strawser, P.A.",1,0.0
McMichael Taylor Gray LLC,1,0.0
The Cook Law Office PLLC,1,0.0
"Unified Mortgage Service, Inc.",1,0.0
Legal Logix Inc.,1,0.0
Citizens Debt relief LLC,1,0.0
"Capio Partners, LLC",1,0.0
"Wiicar U.S., LLC",1,0.0
"Solomon and Solomon, P.C.",1,0.0
"Independent Settlement Group, LLC dba EKKO Title",1,0.0
CreditSmart Holdings Inc,1,0.0
"Prime Home Lending, LLC",1,0.0
"Union Home Loan, Inc.",1,0.0
"First National Auto Sales, Inc",1,0.0
"Brazington Mortgage, LLC",1,0.0
"Home Lending Pal, Inc.",1,0.0
"Stillman, P.C. d.b.a. Stillman Law Office",1,0.0
American Tax Holding LLC,1,0.0
"KAITER ENTERPRISES, INC, DBA COLORADO LENDING GROUP",1,0.0
"DHA FINANCIAL, INC.",1,0.0
Centric Asset Management Inc,1,0.0
FIDELITY INVESTMENTS,1,0.0
Watson Mortgage Corp.,1,0.0
Freedom Trucks LLC,1,0.0
Taggart Motor Co,1,0.0
N A NATIONWIDE MORTGAGE,1,0.0
9 Dots Lending LLC,1,0.0
Commercial and Medical Credit Services,1,0.0
"Blitz Ventures, LLC",1,0.0
CENTENNIAL LENDING GROUP LLC,1,0.0
Trinity Reverse Mortgage,1,0.0
FIVE STAR MORTGAGE,1,0.0
"LORD MORTGAGE & LOAN, INC.",1,0.0
Oro Express LLC,1,0.0
"FHL HOLDINGS, LLC",1,0.0
"FCTI, Inc.",1,0.0
"Blackstreet Mortgage Group, LLC",1,0.0
FloatMe Corp.,1,0.0
"Consolidated Credit Solutions, Inc.",1,0.0
"MARVELOANS, LLC",1,0.0
Sun 1318 Corp,1,0.0
Aluria Financial Holding LLC,1,0.0
"Accelerated Creditors Services, Inc",1,0.0
Ark Auto Solutions,1,0.0
"Forsythe Finance, LLC",1,0.0
Car World Group,1,0.0
Red Leaf Servicing,1,0.0
Tarpon Financial Corporation,1,0.0
Real Estate Solutions,1,0.0
"ZIP CAPITAL GROUP, LLC",1,0.0
"SACOR FINANCIAL, INC",1,0.0
GLFinancial Services LLC,1,0.0
"BLACK HILLS CHILDREN'S RANCH, INC.",1,0.0
"Secure Financial Services, Inc. D/B/A Secure Mortgage Company",1,0.0
"Hopkins Financial Services, Inc.",1,0.0
Mungo Financial Group,1,0.0
Deatrick & Spies PSC,1,0.0
"Mortgage Professionals, Inc.",1,0.0
Hernandez R E Services,1,0.0
"Kramer & Frank, P.C.",1,0.0
First Student Services,1,0.0
LEXINGTON LAW FIRM,1,0.0
Carfast Financial Holdings,1,0.0
"Roach & Murtha, P.C.",1,0.0
"Community Health Investment Company, LLC.",1,0.0
"Streamline Financial Group, Inc.",1,0.0
FHC Mortgage,1,0.0
Central Land Title Guarantee Company,1,0.0
"JMD,LLC",1,0.0
DB Premier Asset Partners LLC,1,0.0
Greenwood and Allen Financial,1,0.0
"Central Kentucky Management Services, Inc",1,0.0
Splash Cash Holdings LLC,1,0.0
"Partners Title Agency, LLC",1,0.0
"Horsepower Financial, LLC",1,0.0
"All Area Abstract, LLC",1,0.0
"BYTE FEDERAL, INC.",1,0.0
Nexgen Services Inc,1,0.0
"MCM Holdings, Inc.",1,0.0
"Best in Funding, Inc.",1,0.0
Global DS Group LLC,1,0.0
"Titan Title & Closing, LLC",1,0.0
Evergreen Anchor Capital LLC,1,0.0
States Resources Corp.,1,0.0
LEXUS FINANCIAL SERVICES,1,0.0
"Prime Source Mortgage, Inc",1,0.0
"Rochester Home Equity, Inc",1,0.0
Atlantic Discount Corporation dba Atlantic Financial Services,1,0.0
"North American Asset Services, LLC",1,0.0
Van Ru Credit Corporation,1,0.0
"Student Zoom, LLC",1,0.0
"Copper Lake Financial, LLC",1,0.0
"MCGLONE MORTGAGE COMPANY, INC.",1,0.0
Continental Finance Capital Corporation,1,0.0
JPL Recovery LLC,1,0.0
Directors Financial Group,1,0.0
"Rapido Credit Repair, Inc.",1,0.0
"Fairway Capital Recovery, LLC",1,0.0
Credit Service Company,1,0.0
"Lending Hand Mortgage, LLC",1,0.0
Good Friend Mortgage Inc.,1,0.0
"Performance Settlement, LLC",1,0.0
"Zbest Cars, Inc.",1,0.0
"J & C Auto Sales of Collier County, LLC",1,0.0
"Scout Mortgage, Inc.",1,0.0
"Counsel Mortgage Group, LLC",1,0.0
"Money Hungry, LLC",1,0.0
"Henley, Lotterhos & Henley, PLLC",1,0.0
"NCC Holdings, LLC",1,0.0
"E Z CASH OF DELAWARE, INC.",1,0.0
"Landis Technologies, Inc.",1,0.0
ALG Trustee LLC,1,0.0
Niagara Restitution Service Inc,1,0.0
Grant Mercantile Agency,1,0.0
Vision Holdings,1,0.0
Secure Choice Lending,1,0.0
"Pelham Loan Company, Inc.",1,0.0
Stone Guard Lending Inc.,1,0.0
"Professional Claims Bureau, Inc.",1,0.0
"Apoyo Financiero, Inc.",1,0.0
"Value Recovery Holding, LLC",1,0.0
"Americas Mortgage Professionals, LLC",1,0.0
UTAHCASHLOANS LLC,1,0.0
Henschel & Beinhaker P.A.,1,0.0
"AutoBank Financial, LLC",1,0.0
"AAA CAPITAL INVESTMENT, INC.",1,0.0
AutoSmart  Acceptance Corporation,1,0.0
BLUE WHALE LENDING L.L.C.,1,0.0
"Sharpe Mortgage Lending Services of Georgia, Inc.",1,0.0
"Zakheim Law Group, P.A.",1,0.0
Cars America Inc.,1,0.0
United One Mortgage Inc.,1,0.0
"Cherry Creek Strategic Advisors, LLC",1,0.0
Central Atlantic Sales Inc. T/A Priority Buy Here Pay Here,1,0.0
The Cooper Mediation Firm LLC,1,0.0
CAROLINA FINANCIAL OF BEAUFORT INC.,1,0.0
Escrow of the West,1,0.0
"Simon's Agency, Inc.",1,0.0
Vantage Point Group,1,0.0
KCM & AHS LLC,1,0.0
"MBM Collections, LLC",1,0.0
PRODIGY MORTGAGE CORP,1,0.0
NATIONS TRUST MORTGAGE INC,1,0.0
Academy Mortgage Corporation (NY),1,0.0
"ERO LENDING,LLC",1,0.0
Ace Motor Acceptance Corporation,1,0.0
United Mutual Funding Corp,1,0.0
"DRIVEiT Holdings, Inc.",1,0.0
Texas Mortgage Lending LLC,1,0.0
Instant Cash Point,1,0.0
PacificLife Servicing,1,0.0
"Harvest Strategy Group, Inc.",1,0.0
Airport Finance,1,0.0
Sonora Lending Corporation,1,0.0
House Of Finance Corp.,1,0.0
"Keynote Consulting, Inc.",1,0.0
Northwest Title Company,1,0.0
Capital Lending Corp.,1,0.0
"Cheney Financial Services, Inc.",1,0.0
"Albert E. Acuna, P.A.",1,0.0
"Core Mortgage Services, LLC",1,0.0
"Sterling Atlantic Law Group, PC",1,0.0
"NorthShore Financial, L.L.C.",1,0.0
"FISHER FINANCIAL GROUP, INCORPORATED",1,0.0
"Lamont, Hanley & Associates, Inc.",1,0.0
"Eastpoint Recovery Group, Inc",1,0.0
Louis M. Turchiarelli Attorney at Law,1,0.0
"Coastal Financial Solutions, LLC",1,0.0
Orion Title & Escrow LLC,1,0.0
"Northwest Contract Collections, Inc.",1,0.0
"DA AUTO GROUP, INC",1,0.0
"Unchained Capital, Inc.",1,0.0
"Sperlonga Data & Analytics Systems, LLC",1,0.0
Diversified Recovery Services Inc.,1,0.0
"El Dorado Financial, Inc. DBA Omni Financial",1,0.0
"Leedom Management Group, Inc.",1,0.0
MERCHANTS BANCORP,1,0.0
Prospering Home Loans LLC,1,0.0
Northwest Acceptance Corp. Inc.,1,0.0
"Instant Loans, Inc",1,0.0
GRANDE HOMES INC,1,0.0
"Lota Financial Group, Inc.",1,0.0
El Paisano Motors Inc.,1,0.0
"Credit Protection Association, L.P.",1,0.0
"xCoins, Inc.",1,0.0
"1st United Funding, LLC",1,0.0
"Kovach Law Firm, PLLC",1,0.0
"Debt Reduction Services, Inc.",1,0.0
Scott’s Jewelry & Pawn Inc.,1,0.0
Hughes Acceptance Corporation,1,0.0
"Moss Law Firm, P.C.",1,0.0
Olympia Title & Escrow Corporation,1,0.0
"TimeMark Solutions, Inc",1,0.0
Mid-Atlantic Consumer Services,1,0.0
"Results Mortgage, LLC",1,0.0
"Inverterra Holdings, LLC",1,0.0
"TexStar Escrow, LLC",1,0.0
Rosenberg & Associates Recovery Services,1,0.0
Highland Capital,1,0.0
STATEWIDE AUTO SALES,1,0.0
SOLERA LLC,1,0.0
Better Debt Solutions LLC,1,0.0
Hard Capital Funding LLC,1,0.0
"Convoy Home Loans, Inc.",1,0.0
Amigos Préstamos,1,0.0
"NRG STX Properties, LLC",1,0.0
Integrity Property Financial Services LLC,1,0.0
SilverLake Financial LLC,1,0.0
Tex-Mex Primo Auto Sales,1,0.0
Agency of Credit Control,1,0.0
"RH Portfolio I, LLC",1,0.0
"Metropolitan Title, LLC",1,0.0
RESPONSIVE MORTGAGE CORPORATION,1,0.0
FRESNO CREDIT BUREAU,1,0.0
"Dadiwah 13 of Marietta, Inc.",1,0.0
"OTR Fund I, LLC",1,0.0
"Williams, Alexander & Associates, Inc",1,0.0
"BANKERS MORTGAGE LENDING, INC.",1,0.0
Fresh Start Credit Solutions,1,0.0
"Moneytree Financial Services, Inc.",1,0.0
Freedom Financial Capital LLC,1,0.0
Resource Marketing Corp. LLC,1,0.0
FIRST MORTGAGE CORPORATION,1,0.0
"Owl Automotive Group, Inc.",1,0.0
Canyon Mortgage Corp.,1,0.0
"SIRY INC., DBA SIRY AUTO GROUP",1,0.0
Morningside Funding LLC,1,0.0
Suburban Mortgage Company of New Mexico,1,0.0
"SM Law, PC",1,0.0
"ATG Credit, LLC",1,0.0
"Eagle Recovery Associates, Inc.",1,0.0
"TRT HOME LOANS, INC.",1,0.0
Credit Reporting Services LLC,1,0.0
"Law Office of Gregory Javardian, LLC",1,0.0
"Presto Mas, Inc.",1,0.0
"Accscient, LLC",1,0.0
Collection Attorneys USA LLC,1,0.0
"Financial Filing & Reporting, Inc.",1,0.0
Verisk Analytics Inc,1,0.0
"Glennon Law Firm, LLC",1,0.0
"Byers Law, LLC",1,0.0
Ray Skillman Northeast Imports Inc,1,0.0
"(Former)Shapiro, Swertfeger & Hasty, LLP",1,0.0
"Millennium Mortgage Group, LLC",1,0.0
ALCHRO INC.,1,0.0
"SMITH, ROUCHON & ASSOCIATES, INC.",1,0.0
"Good News Group, LLC d/b/a Savvy Loans",1,0.0
Couch Lambert LLC,1,0.0
"Borenstein & Associates, LLC",1,0.0
Golden Green Services LLC,1,0.0
"Talbot, Adams, & Moore, Inc.",1,0.0
"Digital Media Solutions, LLC",1,0.0
Hewitt-Capital,1,0.0
"Express Auto Finance, LLC",1,0.0
"C & S Auto Enterprises, Inc",1,0.0
"Tuten Title and Escrow, LLC",1,0.0
QUEST FINANCE  LLC,1,0.0
Praxis Finance LLC,1,0.0
Baird Home Corporation,1,0.0
"Community Lending of America, Inc.",1,0.0
"Mercadolar, Inc.",1,0.0
CRESCENT MORTGAGE COMPANY,1,0.0
"GIBSON MORTGAGE, INC.",1,0.0
Premier Portfolio Group,1,0.0
Alliance Group & Associates LLC,1,0.0
"Student Loan Control, LLC",1,0.0
"Gulf Coast Real Estate Emerald Coast, LLC,  d/b/a Motto Mortgage On The Gulf",1,0.0
Student Aid Experts,1,0.0
"Davis & Amaral Mortgage Consultants, Inc.",1,0.0
"H & S Financial, Inc.",1,0.0
"Dominus Law and Recovery, LLC.",1,0.0
Usset Weingarden & Liebo PLLP,1,0.0
R.C. Temme Corporation,1,0.0
South Gate Financial LLC,1,0.0
DRAGAS MORTGAGE COMPANY,1,0.0
Affordable Interest Mortgage,1,0.0
"Southwest Finance, L.L.C.",1,0.0
Midway Resolution Services LLC,1,0.0
Home Loans Inc,1,0.0
"Lewisfin.com, LLC",1,0.0
"Northstar Management, Inc.",1,0.0
"AMERICAN MORTGAGE AND INVESTMENT SERVICES, INC.",1,0.0
"Castle Peak Mortgage, LLC",1,0.0
Encompass Mortgage Services Inc.,1,0.0
Main Resolution Group,1,0.0
"CMM of Louisiana, LLC",1,0.0
"Title One, Inc.",1,0.0
"Quad Cities Financial, Inc.",1,0.0
"Southern Star Capital, L.L.C.",1,0.0
"Berndt & Associates, P.C.",1,0.0
ADF Automotives LLC,1,0.0
Thrifty Motors Inc.,1,0.0
"America's Secure Home Loans, Inc.",1,0.0
"Liberty Mortgage Lending, Inc.",1,0.0
Business & Professional Collection Service Inc,1,0.0
Advanced Recovery Group LLC,1,0.0
"Button Finance, Inc.",1,0.0
"Smart Money Capital, LLC",1,0.0
Marquee Funding Group Inc.,1,0.0
Diamond Finance LLC,1,0.0
Park View Credit,1,0.0
"Reliant Capital Solutions, LLC",1,0.0
Black Equity Lending LLC,1,0.0
"First Choice Lending Group, LP",1,0.0
People's Finance Co,1,0.0
Omni Investments Inc.,1,0.0
Hidden Meadow Lending,1,0.0
Covington Capital Corporation,1,0.0
"BCG Equities, LLC",1,0.0
Cross Country Financial Corporation,1,0.0
"Newland Mortgage, Inc.",1,0.0
"Credit Bureau Systems, Inc., Paducah, KY Branch",1,0.0
"SUBURBAN MORTGAGE, INC.",1,0.0
ECN Platinum LLC,1,0.0
"NORTHPOINT MORTGAGE, INC.",1,0.0
"Council Law Group, PLLC",1,0.0
"Consolidated Auto Sales, Inc.",1,0.0
"Mr. Mortgage, LLC",1,0.0
"K2 Lending, Inc.",1,0.0
"JAMES A. MOUNGER, PLC",1,0.0
"The Law Offices of Frederic I. Weinberg & Associates, P.C.",1,0.0
"Law Office of James R. Vaughan, P.C.",1,0.0
"Columbia Collection Service, Inc.",1,0.0
"CMCO Mortgage, LLC",1,0.0
"Account Managers, Inc.",1,0.0
208 Capital Holdings LLC,1,0.0
MSA MORTGAGE LLC,1,0.0
"MedPlan Credit, LLC",1,0.0
Certify Student Services,1,0.0
"LAFOURCHE MORTGAGE & LOAN, INC.",1,0.0
"Fortune Title Agency, Inc.",1,0.0
"FIRST OHIO HOME FINANCE, INC",1,0.0
"On-Site Manager, Inc.",1,0.0
Choice Mtg INC.,1,0.0
ODYSSEY FUNDING LLC,1,0.0
"Skylight Lending, LLC",1,0.0
Keystone Mortgage Group LLC,1,0.0
Loansmart Inc.,1,0.0
"OPES ADVISORS, INC.",1,0.0
Habitat for Humanity of Boulder Valley,1,0.0
TCF & ASSOCIATES,1,0.0
"Cornerstone Mortgage Group, LLC",1,0.0
National Title Co.,1,0.0
National Integrity LLC,1,0.0
"The Lending Source, Ltd.",1,0.0
Levon Gukasyan DBA Garman Financial,1,0.0
"Nair & Levin, P.C.",1,0.0
"Ark Law Group, PLLC",1,0.0
Lincoln Educational Services Corporation,1,0.0
"Westpark Equity Group, Inc.",1,0.0
"Sherloq Group, Inc",1,0.0
National Capital Solutions,1,0.0
Capital Realty Professional LLC,1,0.0
"Southeast Auto Financial Services, LLC",1,0.0
"The Title Connection Of South Florida, Inc.",1,0.0
Maynard Nexsen PC,1,0.0
InvestiNet LLC,1,0.0
Island Mortgage Source Inc,1,0.0
"Pinnacle Credit Services, LLC",1,0.0
PNH Worldwide Inc.,1,0.0
"Limetree Lending, Inc.",1,0.0
DARCARS AUTOMOTIVE  (Mariam Inc.),1,0.0
PB Financial Group Corp,1,0.0
"Gabriel FInancial Group, Inc.",1,0.0
"Douglas, Chancellor, Meyers and Associates, LLC",1,0.0
"Greeting Team, LLC DBA Customer Care Global",1,0.0
The Law Firm of Krisor & Associates,1,0.0
"Mortgage Lending Masters, LLC",1,0.0
10 Cent Title Pawn Inc,1,0.0
"Kendris, LLC",1,0.0
Cash-Installment LLC,1,0.0
Quantum Servicing Corporation,1,0.0
"Chambless, Math, Carr, P.C.",1,0.0
"CRC Holding, LLC",1,0.0
"Harvard Collections, LLC",1,0.0
Marcadis Singer PA,1,0.0
"Figliola & Romano, LLC",1,0.0
"National Account Systems of Omaha, LLC",1,0.0
"Gate US, Inc.",1,0.0
Federal Trade Commission,1,0.0
"Prominence Capital Partners, LLC",1,0.0
Global Consulting Agency LLC,1,0.0
"Driver Holdings, LLC",1,0.0
"Land Title Guarantee Company, a Colorado corporation",1,0.0
"Your Credit Loans, Inc.",1,0.0
American Acceptance Corp. of South Carolina,1,0.0
Crosspoint Financial Inc.,1,0.0
"First Step Group, LLC",1,0.0
CNJ Enterprises LLC DBA Legal-Bay LLC,1,0.0
"US Military Loans, Inc.",1,0.0
Express Enrollment LLC,1,0.0
"NORTH HIGHLAND HOLDING COMPANY LLC, THE",1,0.0
Payment Resolution Services,1,0.0
"Nolensville Road Auto Mart, Inc.",1,0.0
"PNK INVESTMENTS, LLC",1,0.0
"Horizon Financial Group, Inc.",1,0.0
Astra Business Services,1,0.0
"Executive Credit Management, Inc",1,0.0
"Paramount Recovery Systems, L.P.",1,0.0
Signature Finance Company,1,0.0
The Singer Law Group,1,0.0
National Auto Group LLC,1,0.0
Delay Group DBA The Debt Management Group,1,0.0
MILLENIUM HOME MORTGAGE LLC,1,0.0
Debt Relief Center,1,0.0
Thrivest,1,0.0
"MyPrimeHomeLoan.com, LLC",1,0.0
"Pando Mortgage, LLC",1,0.0
Accountant Exchange Group,1,0.0
METRO ISLAND MORTGAGE INC.,1,0.0
"Proscript media and advertising services, llc DBA Bank Rover",1,0.0
"Richard T. Smith, PC dba Smith Cavin & Corbin, LLC",1,0.0
"The Schreiber Law Firm, PLLC",1,0.0
Security Credit Corporation,1,0.0
JMEN Capital Group Ltd,1,0.0
Equity Now Inc.,1,0.0
Homes By Hunt LLC,1,0.0
"Professional Systems of Mankato, Inc.",1,0.0
"International Mortgage & Finance Group, Inc.",1,0.0
Alternative Collections LLC,1,0.0
Lakeview Mortgage Inc.,1,0.0
Keys Auto Finance Inc,1,0.0
"Miller George and Suggs, PLLC",1,0.0
Credit Repair Anywhere,1,0.0
A1 Lending Team LLC,1,0.0
American Lending LLC,1,0.0
Link Chain World Inc,1,0.0
"Elite Portfolio Management, LLC",1,0.0
J. Scott Watson,1,0.0
Robinson & Hoover,1,0.0
CENTRAL BANC MORTGAGE CORPORATION,1,0.0
Federated Mortgage Corp.,1,0.0
KINGS CREDIT SERVICES,1,0.0
DSJ Service Corporation,1,0.0
"Crux Commercial Partners, LLC",1,0.0
"Rapidly Financial, Inc.",1,0.0
Altitude Community Law P.C.,1,0.0
"Bit Express, LLC",1,0.0
"Commonwealth Auto Credit, LLC",1,0.0
"First Home Equity Loans, LLC",1,0.0
"Moody, Jones & Ingino, P.A",1,0.0
"S.O.S. Loans, Inc.",1,0.0
"Professional Placement Services, LLC",1,0.0
"Even Responsible Finance, Inc.",1,0.0
KPL Select Mortgage Inc,1,0.0
Citadel Finance Company,1,0.0
Money Service Centers of Hawaii,1,0.0
Mortgage Network Solutions LLC,1,0.0
Cimmaron Escrow Inc.,1,0.0
Peak Legal Advocates,1,0.0
National Loan Investors LP,1,0.0
"iMove Mortgage, LLC",1,0.0
Lending Base Inc.,1,0.0
"Atlas Exploration, Inc.",1,0.0
PINNACLE CAPITAL MORTGAGE CORP,1,0.0
VELO LAW OFFICE,1,0.0
"Trusted Rate, Inc.",1,0.0
Goodwill Finance LLC,1,0.0
"NCS, Inc",1,0.0
"Inheritance Funding Company, Inc.",1,0.0
Premier Account Management,1,0.0
RF MORTGAGE AND INVESTMENT COR,1,0.0
HF Holdings,1,0.0
Student Assist Plus LLC,1,0.0
"Storehouse Mortgage, LLC",1,0.0
"Old Union Financial, LLC",1,0.0
Applewood Funding Corporation,1,0.0
"M3 Financial Services, Inc.",1,0.0
"Alpha Mortgage, LLC",1,0.0
OVERSTOCK.COM INC,1,0.0
HR MORTGAGE CORPORATION,1,0.0
"National Litigation Law Group, LLP",1,0.0
"Coastline Capital Fund Management, LLC",1,0.0
Spicewood Funding Group,1,0.0
Stream Auto Outlet,1,0.0
Lake City Credit,1,0.0
"NEW CENTURY FINANCIAL, L.L.C.",1,0.0
"Invicta Mortgage Group, Inc.",1,0.0
"TRICO FINANCIAL SERVICES, LLC",1,0.0
"Elly, LLC",1,0.0
"VStar Financial, LLC",1,0.0
Ready Finance LLC,1,0.0
Cal-Tenn Financial LLC,1,0.0
Management Location Services Inc.,1,0.0
"BesTitle Agency, Inc.",1,0.0
AMERITRUST MORTGAGE CORPORATION,1,0.0
Empire West Mortgage Lending PLLC,1,0.0
ADS Resolve LLC,1,0.0
"Healthcare Collection Specialists, Inc.",1,0.0
SKYRIDGE LENDING LLC,1,0.0
Sklar Law LLC,1,0.0
Right Step Mortgage LLC,1,0.0
A.R.C. Accounts Recovery (U.S.A.) Corporation LLC,1,0.0
"HONG LAN SERVICES, INC.",1,0.0
CF Funding,1,0.0
"Doonan, Graves & Longoria",1,0.0
"AAA Credit Bureau, Inc.",1,0.0
"Breit Law Office, P.C.",1,0.0
"I-NET, INC.",1,0.0
"Peter T. Roach and Associates, P.C.",1,0.0
"Precise Financial Group, LLC",1,0.0
Autoflex Leasing - Dallas I LLC,1,0.0
"United Docu Prep, Inc.",1,0.0
"AAA Checkmate, L.L.C.",1,0.0
ARP & Associates LLC,1,0.0
Welcome Home Finance,1,0.0
Valorem Lending LLC,1,0.0
CSI Mortgage Corporation,1,0.0
"Grassland Financial Services, LLC",1,0.0
"Elderlife Financial Services, LLC",1,0.0
Holiday Finance Corporation,1,0.0
"Internal Check Systems, LLC",1,0.0
"Estate Information Services, LLC",1,0.0
"Top Used Cars, Inc",1,0.0
Craig's Auto & RV Inc,1,0.0
GuardHill Financial LLC,1,0.0
"Greenback Recovery Group, LLC",1,0.0
MORTGAGE INVESTORS CORPORATION,1,0.0
Neb-Tex of Dalhart LLC,1,0.0
Strand Finance Inc.,1,0.0
"CLAYTON AUTOS, INC",1,0.0
"Allison L. Friedman, P.A.",1,0.0
"The Rickel Law Firm, P.C.",1,0.0
Aspire Mortgage Advisors LLC,1,0.0
"Creditrepair.com, Inc.",1,0.0
Salary Finance Inc,1,0.0
F5 Mortgage LLC,1,0.0
Bueno Title and Escrow,1,0.0
DRIVE NOW AUTO CREDIT COMPANY INC,1,0.0
ASG Solutions LLC,1,0.0
Credit Bureau Services Inc.,1,0.0
"Law Offices of Bill Malone, Jr.",1,0.0
RevNow LLC,1,0.0
Patient Accounting Service Center,1,0.0
North Capital Recovery Services,1,0.0
"Linden Research, Inc.",1,0.0
"Homefront Mortgages, Inc",1,0.0
"Wisconsin Title Group, LLC",1,0.0
College Lending Solutions of Salem,1,0.0
JL Management LLC dba Advance Finance & Tax Service,1,0.0
Unified Lending Inc.,1,0.0
Check Cashing & Loans,1,0.0
Cordoza & Wexler Recovery Services,1,0.0
Insight Financial Services LLC,1,0.0
Laurens Financial Services Inc,1,0.0
"Green Tree Case Funding, LLC",1,0.0
Neil Huffman Automobiles Inc.,1,0.0
"NSA Partners, Ltd.",1,0.0
"AUDIT SYSTEMS,INC",1,0.0
Coldwater Mediation Group LLP,1,0.0
"Loan Velocity, Inc.",1,0.0
IOWA STUDENT LOAN LIQUIDITY CORPORATION,1,0.0
HOMETOWN EQUITY MORTGAGE,1,0.0
"Meade Recovery Services, LLC",1,0.0
"First American Mitigators, PLLC.",1,0.0
"M.A.R.S., Inc.",1,0.0
Collection Bureau of America Ltd.,1,0.0
Jana Ferrell & Associates LLC,1,0.0
"Norwest Auto Sales, Inc",1,0.0
"Stevens Business Service, Inc.",1,0.0
"LeVasseur Dyer & Associates, PC",1,0.0
"Redfin Mortgage, LLC",1,0.0
